question,answer,preds,em,f1,acc,wall_time,total_tokens,steps,tool_cost,token_cost,total_cost
"May 18, 1980 saw the eruption of what, causing the death of 57 people and over $3 billion in damages?","{'aliases': array(['Goat Rocks Dome', 'Mt St. Helens', ""Mount St. Helen's"",
       'Mt st helens', 'Mount Saint Hellens', 'Mt saint helens',
       ""Mount Saint Helen's"", 'Eruption of Mt. St. Helens', 'Loowit',
       'Mount Saint Helens', ""Mt. St. Helen's"", 'Mount St. Hellens',
       ""Mt. Saint Helen's"", 'Mount St Helens', 'Mt St Helens',
       'Mt Saint Helens', 'Mt. St Helens', 'Mount St. Halenas',
       'Mount St. Helens, Washington', 'Mount St. Helens',
       'Mount St. Helens explosion', 'Goat Rocks dome', 'Mount st helen',
       'Mt. Saint Helens', ""Lawetlat'la"", 'Mt. St. Helens',
       'Mount St. Helens eruption', 'Mount st helens eruption'],
      dtype=object), 'normalized_aliases': array(['eruption of mt st helens', 'lawetlat la', 'mount saint hellens',
       'mount st helens eruption', 'mount st helens explosion',
       'mount st helens washington', 'mount st helen',
       'mount saint helen s', 'mt saint helen s', 'mt st helens',
       'goat rocks dome', 'mount st helen s', 'mount st helens',
       'mount st halenas', 'loowit', 'mount saint helens',
       'mt st helen s', 'mt saint helens', 'mount st hellens'],
      dtype=object), 'matched_wiki_entity_name': '', 'normalized_matched_wiki_entity_name': '', 'normalized_value': 'mount st helens', 'type': 'WikipediaEntity', 'value': 'Mount St. Helens'}",Mount St. Helens,True,1.0,1,6.143292427062988,1284.0,2.0,0.0,0.0025680000000000004,0.0025680000000000004
"Sailing aboard a converted WWII minesweeper, built right here in Ballard, WA in 1942, which noted French explorer is credited with inventing the aqualung, making modern scuba diving possible?","{'aliases': array(['Jacques cousteau', 'Pierre-Yves Cousteau', 'Jacques Custeau',
       'Jacques-Yves Cousteau', 'Captain Cousteau',
       'Jacques Yves Cousteau', 'Jacques Cousteau', 'Jaques Cousteau',
       'Jack Cousteau', 'French Narrator', 'Jacque Cousteau',
       'Jaques Yves Costue', 'Cousteau Society', 'Jock Cousteau',
       'Commandant Cousteau'], dtype=object), 'normalized_aliases': array(['french narrator', 'jacque cousteau', 'jaques cousteau',
       'jacques cousteau', 'pierre yves cousteau', 'cousteau society',
       'commandant cousteau', 'jock cousteau', 'jacques yves cousteau',
       'captain cousteau', 'jack cousteau', 'jacques custeau',
       'jaques yves costue'], dtype=object), 'matched_wiki_entity_name': '', 'normalized_matched_wiki_entity_name': '', 'normalized_value': 'jacques cousteau', 'type': 'WikipediaEntity', 'value': 'Jacques Cousteau'}",Jacques Cousteau,True,1.0,1,8.187673091888428,1075.0,2.0,0.0,0.00215,0.00215
A 'bible bump' is an old colloquial term for what medical condition?,"{'aliases': array(['Ganglion Cyst', 'Bible cyst', 'Ganglion (cyst)', 'Synovial cyst',
       'Intraneural ganglion cyst', 'Ganglion cysts', 'Bible bump',
       'A ganglion cyst', 'Joint Ganglion', 'Ganglion cyst'], dtype=object), 'normalized_aliases': array(['synovial cyst', 'intraneural ganglion cyst', 'joint ganglion',
       'ganglion cyst', 'bible bump', 'bible cyst', 'ganglion cysts'],
      dtype=object), 'matched_wiki_entity_name': '', 'normalized_matched_wiki_entity_name': '', 'normalized_value': 'ganglion cyst', 'type': 'WikipediaEntity', 'value': 'A ganglion cyst'}",Agent stopped due to iteration limit or time limit.,False,0.0,0,27.347275257110596,6498.0,9.0,0.0,0.012996,0.012996
"The major geologic exposures in the Grand Canyon in Arizona, USA, range in age from the 2 billion year old Vishnu Schist layers at the bottom of the Inner Gorge to the 230 million year old layer on the Rim which is called what?","{'aliases': array(['Kaibab Formation', 'Kaibab formation', 'Kaibab group',
       'Kaibab Limestone', 'Kaibab limestone', 'Kaibab Group',
       'Kaibab marble', 'Kaibab Marble'], dtype=object), 'normalized_aliases': array(['kaibab formation', 'kaibab limestone', 'kaibab marble',
       'kaibab group'], dtype=object), 'matched_wiki_entity_name': '', 'normalized_matched_wiki_entity_name': '', 'normalized_value': 'kaibab limestone', 'type': 'WikipediaEntity', 'value': 'Kaibab Limestone'}",Agent stopped due to iteration limit or time limit.,False,0.0,0,23.977689027786255,8189.0,9.0,0.0,0.016378,0.016378
a In 2013 who won the Best Director Oscar?,"{'aliases': array(['Lee Ang', 'ANG LEE', 'Ang Lee', 'Lǐ Ān', '李安', 'Li An', 'Ang lee'],
      dtype=object), 'normalized_aliases': array(['li', 'lǐ ān', 'lee ang', 'ang lee', '李安'], dtype=object), 'matched_wiki_entity_name': '', 'normalized_matched_wiki_entity_name': '', 'normalized_value': 'ang lee', 'type': 'WikipediaEntity', 'value': 'ANG LEE'}",Daniels,False,0.0,0,9.28840160369873,1692.0,3.0,0.0,0.003384,0.003384
"Peggy Seeger, half sister to the American folk singer Pete Seeger, was the third wife of which British poet, playwright and folk singer?","{'aliases': array(['Ewan McColl', 'Ewan MacColl', 'EWAN MacCOLL'], dtype=object), 'normalized_aliases': array(['ewan mccoll', 'ewan maccoll'], dtype=object), 'matched_wiki_entity_name': '', 'normalized_matched_wiki_entity_name': '', 'normalized_value': 'ewan maccoll', 'type': 'WikipediaEntity', 'value': 'EWAN MacCOLL'}",Agent stopped due to iteration limit or time limit.,False,0.0,0,24.263357877731323,5080.0,9.0,0.0,0.010159999999999999,0.010159999999999999
What was the first top ten entry for The Jam (1979),"{'aliases': array(['Eton Rifles', 'The Eton Rifles'], dtype=object), 'normalized_aliases': array(['eton rifles'], dtype=object), 'matched_wiki_entity_name': '', 'normalized_matched_wiki_entity_name': '', 'normalized_value': 'eton rifles', 'type': 'WikipediaEntity', 'value': 'The Eton Rifles'}",Agent stopped due to iteration limit or time limit.,False,0.0,0,19.970619201660156,6899.0,9.0,0.0,0.013798000000000001,0.013798000000000001
The Bermuda Bowl is a biennial world championship tournament in which game?,"{'aliases': array(['Webster Count', 'Bridge (game)', 'Bridge (card game)',
       'Bridge game', 'Contract bridge', 'Cards bridge',
       'Ordinary bridge', 'Card game bridge', 'Bridge (cards)',
       'Ordinary Bridge', 'Quick trick', 'Game of bridge',
       'Contract Bridge'], dtype=object), 'normalized_aliases': array(['game of bridge', 'webster count', 'contract bridge',
       'ordinary bridge', 'bridge game', 'cards bridge', 'bridge cards',
       'card game bridge', 'bridge card game', 'quick trick'],
      dtype=object), 'matched_wiki_entity_name': '', 'normalized_matched_wiki_entity_name': '', 'normalized_value': 'contract bridge', 'type': 'WikipediaEntity', 'value': 'Contract Bridge'}",Contract bridge,True,1.0,1,13.61319637298584,2509.0,4.0,0.0,0.005018,0.005018
"Which compound, from the bark of the Cinchona tree, and used in tonic water, was the first effective drug used to treat malaria?","{'aliases': array(['Chinin', 'Quinine', 'Chinine', 'Kinine', 'Qualaquin',
       'Coco-Quinine', 'Aflukin', 'Quinnine', 'Quinine powder',
       'ATC code P01BC01', 'Legatrin'], dtype=object), 'normalized_aliases': array(['chinin', 'kinine', 'aflukin', 'atc code p01bc01', 'coco quinine',
       'chinine', 'legatrin', 'quinine', 'qualaquin', 'quinnine',
       'quinine powder'], dtype=object), 'matched_wiki_entity_name': '', 'normalized_matched_wiki_entity_name': '', 'normalized_value': 'quinine', 'type': 'WikipediaEntity', 'value': 'Quinine'}",Agent stopped due to iteration limit or time limit.,False,0.0,0,31.58142352104187,10544.0,9.0,0.0,0.021088,0.021088
In what year were dog licences abolished in England?,"{'aliases': array(['1987', 'one thousand, nine hundred and eighty-seven'],
      dtype=object), 'normalized_aliases': array(['1987', 'one thousand nine hundred and eighty seven'], dtype=object), 'matched_wiki_entity_name': '', 'normalized_matched_wiki_entity_name': '', 'normalized_value': '1987', 'type': 'Numerical', 'value': '1987'}",Agent stopped due to iteration limit or time limit.,False,0.0,0,25.50323510169983,9227.0,9.0,0.0,0.018453999999999998,0.018453999999999998
"First published in 1887, which was the first book by Sir Arthur Conan Doyle to feature Sherlock Holmes?","{'aliases': array(['A Study in Scarlett', 'A STUDY IN SCARLET', 'Study in Scarlet',
       'A Study In Scarlet', 'A Study in Scarlet'], dtype=object), 'normalized_aliases': array(['study in scarlett', 'study in scarlet'], dtype=object), 'matched_wiki_entity_name': '', 'normalized_matched_wiki_entity_name': '', 'normalized_value': 'study in scarlet', 'type': 'WikipediaEntity', 'value': 'A STUDY IN SCARLET'}",A Study in Scarlet,True,1.0,1,5.303810358047485,866.0,2.0,0.0,0.001732,0.001732
What instrument was played by jazz musician (Edward) Kid Ory?,"{'aliases': array(['Harmonic glissando', 'Zugposaune', 'Trombone (instrument)',
       'Inverted glissando', 'False glissando', 'Trombone slide',
       'Trombones', 'Trombonist', 'Trombone position', 'Trombone smear',
       'Slide trombone', 'Posaune', 'Trombone', 'Broken glissando',
       'Slide position', 'Valve trombonist', 'The Trombone', 'Tromboner'],
      dtype=object), 'normalized_aliases': array(['false glissando', 'posaune', 'valve trombonist', 'trombones',
       'trombone slide', 'trombonist', 'harmonic glissando',
       'broken glissando', 'tromboner', 'trombone', 'slide trombone',
       'trombone instrument', 'trombone position', 'inverted glissando',
       'zugposaune', 'trombone smear', 'slide position'], dtype=object), 'matched_wiki_entity_name': '', 'normalized_matched_wiki_entity_name': '', 'normalized_value': 'trombone', 'type': 'WikipediaEntity', 'value': 'Trombone'}",trombone,True,1.0,1,9.570436000823975,2848.0,5.0,0.0,0.0056960000000000005,0.0056960000000000005
Which company is the tyre supplier for all teams in Formula One in 2011?,"{'aliases': array(['Pirelli & C.', 'Pirelli Spa', 'Pirelli & C. S.p.A.',
       'Power is nothing without control', 'Giovanni Battista Pirelli',
       'Pirelli Tires', 'Pirelli', 'PIRELLI'], dtype=object), 'normalized_aliases': array(['pirelli c s p', 'pirelli spa', 'giovanni battista pirelli',
       'pirelli c', 'power is nothing without control', 'pirelli',
       'pirelli tires'], dtype=object), 'matched_wiki_entity_name': '', 'normalized_matched_wiki_entity_name': '', 'normalized_value': 'pirelli', 'type': 'WikipediaEntity', 'value': 'PIRELLI'}",Pirelli,True,1.0,1,12.184822082519531,2132.0,4.0,0.0,0.004264,0.004264
Janet Reger is known as a designer of what?,"{'aliases': array(['Intimate apparel', 'Gitch', 'Under linens', 'Boxers or Briefs',
       'Undergarment', 'UNDERWEAR', 'Under-linen',
       'Waistband (underwear)', 'Unmentionables', 'Undies', 'Underpant',
       'Big kid pants', 'Days of the Week panties', 'Waistband', 'Inners',
       'Gotchies', 'Underdaks', 'Innerwear', 'Inner wear', 'Under-linens',
       'Underbritches', 'Underdrawers', 'Underlinen', 'Underwear',
       'Pantys', 'Underclothing', 'Butt-flap', 'Underclothes',
       'Undershorts', 'Under wear', 'Underwears', 'Boxers vs Briefs',
       'Cotton underwear', 'Intimate Apparel', 'Undie', 'Under garments',
       'Under garment', 'Under clothing', 'Underlinens', 'Under linen',
       ""Men's underwear"", 'Undergarments', 'Step-ins (undergarment)'],
      dtype=object), 'normalized_aliases': array(['underbritches', 'underclothes', 'boxers or briefs', 'underpant',
       'underlinens', 'innerwear', 'inner wear', 'undies', 'underdrawers',
       'undergarment', 'undie', 'under clothing', 'cotton underwear',
       'big kid pants', 'boxers vs briefs', 'gitch', 'underdaks',
       'under wear', 'underwear', 'underwears', 'underclothing',
       'under garment', 'waistband underwear', 'men s underwear',
       'undergarments', 'intimate apparel', 'under linens', 'gotchies',
       'days of week panties', 'under linen', 'under garments',
       'undershorts', 'waistband', 'inners', 'pantys', 'unmentionables',
       'underlinen', 'butt flap', 'step ins undergarment'], dtype=object), 'matched_wiki_entity_name': '', 'normalized_matched_wiki_entity_name': '', 'normalized_value': 'underwear', 'type': 'WikipediaEntity', 'value': 'Underwear'}",Lingerie,False,0.0,0,4.09054160118103,725.0,2.0,0.0,0.00145,0.00145
Who became the first prime minister of India on its independence in 1947?,"{'aliases': array(['Javaharlal Nehru', 'Jawaharial Nehru', 'Nehru', 'जवाहरलाल नेहरू',
       '(Jawaharlal) Nehru', 'Death of Jawaharlal Nehru',
       'Jaharlal Neheru', 'Pandit Jawahar Lal Nehru', 'Nehru, Jawaharlal',
       ""Javaher-e La'al"", 'Jawaharlal', 'Jawahar Lal Nehru',
       'Jawaharlal Nehru', 'Pandit Nehru', 'J. nehru',
       'Prime Minister Nehru', 'Pandit Jawarharlal Nehru',
       'Jawarharalal Nehru', 'J nehru', 'Pundit Jawaharlal Nehru',
       'Pandit Jawaharlal Nehru', ""Javâher-e La'al"", 'Pundit Nehru',
       'Jawarlahal Nehru', 'Joe Nehru', 'Pt. Jawaharlal Nehru',
       'Nehruvian', 'Jawalharlal Nehru'], dtype=object), 'normalized_aliases': array(['pandit jawaharlal nehru', 'jawarharalal nehru', 'jawaharlal',
       'javâher e la al', 'nehruvian', 'jawaharlal nehru', 'nehru',
       'nehru jawaharlal', 'joe nehru', 'death of jawaharlal nehru',
       'jaharlal neheru', 'jawaharial nehru', 'pundit nehru',
       'javaher e la al', 'pandit jawahar lal nehru', 'jawahar lal nehru',
       'pandit jawarharlal nehru', 'jawalharlal nehru',
       'prime minister nehru', 'pundit jawaharlal nehru',
       'jawarlahal nehru', 'javaharlal nehru', 'j nehru', 'pandit nehru',
       'जवाहरलाल नेहरू', 'pt jawaharlal nehru'], dtype=object), 'matched_wiki_entity_name': '', 'normalized_matched_wiki_entity_name': '', 'normalized_value': 'jawaharlal nehru', 'type': 'WikipediaEntity', 'value': '(Jawaharlal) Nehru'}",Jawaharlal Nehru,True,1.0,1,5.018591642379761,1634.0,2.0,0.0,0.003268,0.003268
Which American football team lost the super bowl in three consecutive seasons 91-92 and 93,"{'aliases': array(['Buffalo Bills', 'Buffalo bills', 'Buffalo Bills roster',
       'Bufallo Bills', 'Logos and uniforms of the Buffalo Bills',
       'Buffalo Bills Wall of Fame', 'Buffalo, NY Bills',
       'The Buffalo Bills', 'Buffalo Williams'], dtype=object), 'normalized_aliases': array(['buffalo williams', 'buffalo ny bills', 'bufallo bills',
       'buffalo bills roster', 'buffalo bills wall of fame',
       'logos and uniforms of buffalo bills', 'buffalo bills'],
      dtype=object), 'matched_wiki_entity_name': '', 'normalized_matched_wiki_entity_name': '', 'normalized_value': 'buffalo bills', 'type': 'WikipediaEntity', 'value': 'The Buffalo Bills'}",Agent stopped due to iteration limit or time limit.,False,0.0,0,30.176549434661865,16658.0,9.0,0.0,0.033316,0.033316
In the children's nursery rhymes with what did Jack mend his head?,"{'aliases': array(['VINEGAR AND BROWN'], dtype=object), 'normalized_aliases': array(['vinegar and brown'], dtype=object), 'matched_wiki_entity_name': '', 'normalized_matched_wiki_entity_name': '', 'normalized_value': 'vinegar and brown', 'type': 'FreeForm', 'value': 'VINEGAR AND BROWN'}",Agent stopped due to iteration limit or time limit.,False,0.0,0,23.248457670211792,5970.0,9.0,0.0,0.01194,0.01194
"Kamadhenu the wish-granting cow, Kaustubha the jewel, and Parijat the divine flowering tree are some of the items that emerged during what episode of Hindu mythology?","{'aliases': array(['Churning of the Milky Ocean', 'Sagar manthan', 'Sagar Manthan',
       'Sagarmanthan', 'Kshirsagar manthan', 'Samudra manthan',
       'Churning of the Ocean of Milk', 'Samudramanthan',
       'Churning of the ocean of milk'], dtype=object), 'normalized_aliases': array(['sagar manthan', 'samudra manthan', 'samudramanthan',
       'churning of milky ocean', 'churning of ocean of milk',
       'sagarmanthan', 'kshirsagar manthan'], dtype=object), 'matched_wiki_entity_name': '', 'normalized_matched_wiki_entity_name': '', 'normalized_value': 'churning of ocean of milk', 'type': 'WikipediaEntity', 'value': 'Churning of the Ocean of Milk'}",Agent stopped due to iteration limit or time limit.,False,0.0,0,22.39941382408142,4741.0,9.0,0.0,0.009482,0.009482
Which telecommunications comany takes its name from the Finnish word for 'Pine Marten'?,"{'aliases': array(['Nokia Corporation', 'Nokia Oy', 'Nokia', 'Nokia corporation',
       'Nokia, Inc.', 'Nokialand', 'Nokia Pakistan', 'C7-00', 'NOKIA',
       'Nokia.com', 'NokiaLaptop', 'The Nokia Corporation', 'Nokia phone',
       'Mobira', 'Nokia Aero', 'Nokia India', 'C5-03', 'Nokia Oyj',
       'Nokia World 2011', 'Nokia Corp.'], dtype=object), 'normalized_aliases': array(['nokia india', 'mobira', 'nokia com', 'nokia oyj', 'nokia oy',
       'nokia pakistan', 'c7 00', 'nokialaptop', 'nokia aero', 'nokia',
       'c5 03', 'nokia world 2011', 'nokia corp', 'nokialand',
       'nokia corporation', 'nokia inc', 'nokia phone'], dtype=object), 'matched_wiki_entity_name': '', 'normalized_matched_wiki_entity_name': '', 'normalized_value': 'nokia', 'type': 'WikipediaEntity', 'value': 'NOKIA'}",Agent stopped due to iteration limit or time limit.,False,0.0,0,28.11515188217163,16999.0,9.0,0.0,0.033998,0.033998
What is the national epic poem of Finland (usually translated as 'Land of Heroes'). Sibelius set some of its myths to music in his tone poems.,"{'aliases': array(['National Epic of Finland', 'Kalevalaa',
       'The National Epic of Finland', 'Land of Kaleva', 'The Kalevala',
       'Kalevala', 'Lands of Kaleva', 'Kalevale', 'Kyllikki',
       'The Old Kalevala', 'Kalewala', 'The Kalevalaa', 'Old Kalevala'],
      dtype=object), 'normalized_aliases': array(['lands of kaleva', 'old kalevala', 'kalevale', 'kalevala',
       'kalevalaa', 'national epic of finland', 'kalewala', 'kyllikki',
       'land of kaleva'], dtype=object), 'matched_wiki_entity_name': '', 'normalized_matched_wiki_entity_name': '', 'normalized_value': 'kalevala', 'type': 'WikipediaEntity', 'value': 'Kalevala'}",Kalevala,True,1.0,1,4.09538722038269,1098.0,2.0,0.0,0.002196,0.002196
What is the name of the card dispensing box used in casino Blackjack?,"{'aliases': array(['H.O.S.E', 'HOSE', 'A Shoe', 'H.O.S.E.', 'SHOE'], dtype=object), 'normalized_aliases': array(['hose', 'shoe', 'h o s e'], dtype=object), 'matched_wiki_entity_name': '', 'normalized_matched_wiki_entity_name': '', 'normalized_value': 'shoe', 'type': 'WikipediaEntity', 'value': 'A Shoe'}",Card shoe,False,0.6666666666666666,1,14.164687156677246,3323.0,5.0,0.0,0.006646,0.006646
The Scrabble game board is marked with what sized grid?,"{'aliases': array(['15 by 15'], dtype=object), 'normalized_aliases': array(['15 by 15'], dtype=object), 'matched_wiki_entity_name': '', 'normalized_matched_wiki_entity_name': '', 'normalized_value': '15 by 15', 'type': 'FreeForm', 'value': '15 by 15'}",15x15,False,0.0,1,5.7190327644348145,887.0,2.0,0.0,0.0017740000000000002,0.0017740000000000002
"David Gest, a concert promoter, was the fourth husband of whom from March 2002 until their divorce in April 2007?","{'aliases': array(['Liza Maneli', 'Lisa Minelli', 'Liza May Minnelli',
       'Liza Minnelli', 'Liza Minneli', 'Liza manela', 'Lisa mineli',
       'Liza Minelli', 'Liza Manelli', 'Liza mineli', 'Lisa Minnelli'],
      dtype=object), 'normalized_aliases': array(['liza minnelli', 'liza minneli', 'lisa minelli', 'liza maneli',
       'lisa mineli', 'liza mineli', 'liza may minnelli', 'liza minelli',
       'liza manelli', 'liza manela', 'lisa minnelli'], dtype=object), 'matched_wiki_entity_name': '', 'normalized_matched_wiki_entity_name': '', 'normalized_value': 'liza minnelli', 'type': 'WikipediaEntity', 'value': 'Liza Minnelli'}",Agent stopped due to iteration limit or time limit.,False,0.0,1,25.835845947265625,8718.0,9.0,0.0,0.017436,0.017436
The Dogon are a race of people resident in which African country?,"{'aliases': array(['Sudanese Republic', 'The Mali', 'ISO 3166-1:ML', 'MALI',
       'Malian Republic', 'Sport in Mali',
       'Administrative divisions of Mali', 'République du Mali', 'Mali',
       'The Republic of Mali', 'Republic of Mali', 'Republique Du Mali',
       'Malinese'], dtype=object), 'normalized_aliases': array(['malinese', 'république du mali', 'malian republic',
       'sudanese republic', 'mali', 'iso 3166 1 ml', 'republic of mali',
       'sport in mali', 'administrative divisions of mali',
       'republique du mali'], dtype=object), 'matched_wiki_entity_name': '', 'normalized_matched_wiki_entity_name': '', 'normalized_value': 'mali', 'type': 'WikipediaEntity', 'value': 'MALI'}",Mali,True,1.0,1,6.595239162445068,1343.0,3.0,0.0,0.002686,0.002686
Eight of the world’s ten highest mountains are situated wholly or partly in which country?,"{'aliases': array(['Nepol', 'नेपाल', 'Chiuri kharka', 'Nepal', 'State of Nepal',
       'Crime in Nepal', 'Peace zone',
       'Federal Democratic Republic of Nepal', 'Zone of peace',
       'Federal Republic of Nepal',
       'Sanghiya Loktāntrik Ganatantra Nepāl', 'नेपाः', 'Nēpāl Adhirājya',
       'Napol', 'Nepali Republic', 'गणतन्त्र नेपाल',
       'Democratic Republic of Nepal', 'NEPAL', 'ISO 3166-1:NP', 'Nepala',
       'People of Nepalese origin', 'Republic of Nepal',
       'Etymology of Nepal', 'Name of Nepal', 'Nepalese Republic',
       'Subdivisions of Nepal', 'Nepaul', 'Republic of nepal',
       'Nepal Adhirajya', 'The Kingdom of Nepal', 'FDRN',
       'States of Nepal', 'संघीय लोकतान्त्रिक गणतन्त्र नेपाल'],
      dtype=object), 'normalized_aliases': array(['nēpāl adhirājya', 'sanghiya loktāntrik ganatantra nepāl',
       'chiuri kharka', 'state of nepal', 'peace zone',
       'संघीय लोकतान्त्रिक गणतन्त्र नेपाल', 'fdrn', 'nepol', 'नेपाः',
       'democratic republic of nepal', 'गणतन्त्र नेपाल',
       'nepalese republic', 'नेपाल', 'subdivisions of nepal',
       'federal republic of nepal', 'nepal adhirajya',
       'federal democratic republic of nepal', 'kingdom of nepal',
       'iso 3166 1 np', 'napol', 'name of nepal',
       'people of nepalese origin', 'republic of nepal', 'nepala',
       'states of nepal', 'nepali republic', 'crime in nepal', 'nepaul',
       'etymology of nepal', 'nepal', 'zone of peace'], dtype=object), 'matched_wiki_entity_name': '', 'normalized_matched_wiki_entity_name': '', 'normalized_value': 'nepal', 'type': 'WikipediaEntity', 'value': 'Nepal'}",Agent stopped due to iteration limit or time limit.,False,0.0,0,21.5369713306427,5320.0,9.0,0.0,0.010640000000000002,0.010640000000000002
"Fleeceflower, Monkey Fungus and Hancock’s Curse are all names for which invasive Asian plant?","{'aliases': array(['Fallopia compacta', 'Polygonum japonicum',
       'Pleuropterus cuspidatus', 'Tiniaria japonica', 'Mexican bamboo',
       'Japanese knot weed', 'Polygonum compactum',
       'Polygonum reynoutria', 'Polygonum hachidyoense',
       'Pleuropterus zuccarinii', 'Polygonum zuccarinii',
       'Reynoutria uzenensis', 'Donkey rhubarb', 'Fallopia japonica',
       'Reynoutria hachidyoensis', 'イタドリ', 'Japanese knotweed',
       'Reynoutria hachijoensis', 'Knotweed, Japanese',
       'Polygonum cuspidatum', 'Reynoutria henryi', 'Hu Zhang',
       'Japanese bamboo', 'Reynoutria hastata', 'Reynoutria japonica',
       'Japanese Knotweed', 'Reynoutria compacta'], dtype=object), 'normalized_aliases': array(['reynoutria hachidyoensis', 'polygonum hachidyoense',
       'knotweed japanese', 'tiniaria japonica', 'polygonum compactum',
       'polygonum zuccarinii', 'reynoutria japonica',
       'reynoutria uzenensis', 'polygonum japonicum',
       'pleuropterus cuspidatus', 'mexican bamboo', 'イタドリ',
       'japanese knotweed', 'japanese bamboo', 'reynoutria hachijoensis',
       'donkey rhubarb', 'polygonum reynoutria', 'japanese knot weed',
       'pleuropterus zuccarinii', 'fallopia compacta',
       'reynoutria hastata', 'reynoutria compacta', 'reynoutria henryi',
       'polygonum cuspidatum', 'hu zhang', 'fallopia japonica'],
      dtype=object), 'matched_wiki_entity_name': '', 'normalized_matched_wiki_entity_name': '', 'normalized_value': 'japanese knotweed', 'type': 'WikipediaEntity', 'value': 'Japanese knotweed'}",Japanese knotweed,True,1.0,1,12.940154075622559,2736.0,5.0,0.0,0.005472,0.005472
"'Bewitched, Bothered And Bewildered', 'The Lady Is A Tramp' and 'My Funny Valentine', all featured in which musical?","{'aliases': array(['Pal Joey (disambiguation)', ""'PAL JOEY'"", 'Pal Joey'],
      dtype=object), 'normalized_aliases': array(['pal joey', 'pal joey disambiguation'], dtype=object), 'matched_wiki_entity_name': '', 'normalized_matched_wiki_entity_name': '', 'normalized_value': 'pal joey', 'type': 'WikipediaEntity', 'value': ""'PAL JOEY'""}",Babes in Arms,False,0.0,0,24.17960810661316,5090.0,7.0,0.0,0.01018,0.01018
